Date,Open,High,Low,Close,Volume
2016-01-04,71.8433382240038,71.8433382240038,70.93767273154678,71.78614044189453,1344600
2016-01-05,71.70035585401727,72.05309257679131,71.24275892685463,71.52875518798828,1027100
2016-01-06,70.5563608006478,71.69082507417463,70.30849153969238,71.1569595336914,961900
2016-01-07,69.87947625550939,70.36567199285086,69.09774164680094,69.63160705566406,1274600
2016-01-08,69.9652762740504,70.50867709781612,69.38374116592222,69.94621276855469,1255600
2016-01-11,70.26081549261875,70.88048495219513,70.10828561202699,70.58495330810547,1081600
2016-01-12,70.83282280854614,71.38575181027929,70.2703511429402,71.05208587646484,873900
2016-01-13,71.04253978550257,71.20461230611974,68.51620718615929,68.53527069091797,1806300
2016-01-14,68.6592058903698,69.59347769533017,68.17301011864066,68.97380828857422,1290700
2016-01-15,67.23872508519044,68.92613232658327,66.94319352443442,68.69732666015625,1674700
2016-01-19,69.31702141594971,70.2417579891253,67.24828518374866,68.19208526611328,1399200
2016-01-20,67.45802641792605,68.32555799737543,65.87548589345238,67.6582260131836,1531200
2016-01-21,67.99185581375039,68.35412051614202,66.72391844532586,67.15292358398438,1453300
2016-01-22,68.22067344341285,68.58294552141322,67.44847415861634,67.82027435302734,1128200
2016-01-25,67.47708409766561,68.02048503022606,66.2568158472402,66.6858139038086,1498400
2016-01-26,66.91462352909618,67.98235467333697,66.70488854765661,67.87748718261719,787000
2016-01-27,67.91559148170177,68.87846198334113,67.29592220295625,67.53425598144531,770700
2016-01-28,67.82980325112283,68.61153785088494,67.39126991695096,67.88700103759766,1109200
2016-01-29,68.28741087783878,70.23221593230409,67.95374494840468,69.5934829711914,1546300
2016-02-01,68.95475296238715,69.09775473065919,68.31601997392703,68.7450180053711,1480700
2016-02-02,67.82979523231594,67.90606378751303,67.05758883934243,67.41986083984375,1433400
2016-02-03,67.53426079290372,67.97280137713264,64.90306092775153,65.65619659423828,1822300
2016-02-04,65.7324881947633,66.37122858894861,65.32255358657284,65.71342468261719,1448000
2016-02-05,65.4845999906354,65.97079572641312,64.4931304678137,64.76006317138672,1021700
2016-02-08,64.22617766900726,64.57890694263573,61.76657177273038,62.8724365234375,1419300
2016-02-09,62.61503926141561,65.16044181013095,62.61503926141561,64.60750579833984,1455400
2016-02-10,65.00794320702764,65.72294475651674,63.692335701009696,63.76860427856445,1437800
2016-02-11,62.48158505480965,63.60652079485592,61.98584671601242,63.2537841796875,1531200
2016-02-12,64.06413368887841,65.08420223961174,63.84487062777616,64.88400268554688,1154200
2016-02-16,65.21766555937197,65.96126586344676,64.79819573722907,65.03652954101562,1609100
2016-02-17,65.50366010987587,66.55232736544701,64.86492727742629,65.19859313964844,1788300
2016-02-18,65.43693437422311,66.30447298796521,65.07466957883551,65.25579833984375,986600
2016-02-19,65.08421135604006,65.38927842497074,64.44547831693092,64.77914428710938,1373900
2016-02-22,65.29392142508013,66.12332561177497,65.21766014196476,65.28439331054688,1978800
2016-02-23,64.89352438153466,65.4464605227661,64.45499107850043,64.8363265991211,1773700
2016-02-24,63.96879443948713,68.71640723072294,63.94019554544963,68.30647277832031,3287900
2016-02-25,68.98335482084492,70.48009120977723,68.53528598861007,70.45149230957031,1747700
2016-02-26,70.66120525340395,71.07113966647916,70.20360117259229,70.57540130615234,989600
2016-02-29,70.56590007859575,70.78517047361322,69.40283672051501,69.44096374511719,1005000
2016-03-01,69.81275320921225,71.08068373923852,69.30747934722804,70.8709487915039,927200
2016-03-02,70.98531589931423,71.21411423915188,70.19404618538923,71.17598724365234,1044900
2016-03-03,70.95675843051684,72.65369438203263,70.70888917489034,72.59649658203125,1062600
2016-03-04,72.83482284825341,73.62609294146299,71.98635496100945,73.12081909179688,913500
2016-03-07,72.2818623996022,73.04453334050392,72.18653035033176,72.58692932128906,614500
2016-03-08,72.3200038877724,72.84434112111515,71.50967047809075,72.11980438232422,1062200
2016-03-09,72.3772143215679,73.23521754732299,72.04354842082179,72.91108703613281,652600
2016-03-10,73.10176512284998,73.2256961172182,71.40482912695464,72.20562744140625,486100
2016-03-11,73.07314493208197,73.16847699792636,71.92913832183808,72.7394790649414,677300
2016-03-14,72.59647527267069,73.20660920483282,71.91007278064573,73.01593780517578,625200
