Date,Open,High,Low,Close,Volume
2016-01-04,25.96196250028851,26.15151786558162,25.801567573469782,26.027578353881836,2819300
2016-01-05,26.012994066823964,26.34836271460382,25.65575161599244,26.2900390625,2141200
2016-01-06,26.136933737341693,26.68373153754681,26.056739062817183,26.567081451416016,5191900
2016-01-07,26.319196402707313,26.727473044048384,26.290035970663517,26.66914939880371,5212200
2016-01-08,26.6691577122376,26.79309723524072,26.304625777064256,26.377531051635746,3005400
2016-01-11,26.41398598711481,26.691031060675545,26.399404374700215,26.58896255493164,3885400
2016-01-12,26.69102777923756,26.75664363645718,26.151519310858703,26.48689079284668,3354200
2016-01-13,26.46501725484425,26.74206229715547,26.282751291958053,26.326496124267575,4818000
2016-01-14,26.37023239864915,26.924322361890415,26.355653572230892,26.763927459716797,3671400
2016-01-15,26.413973269183177,26.778505060556647,26.238999566771746,26.610820770263672,3878500
2016-01-19,26.77850780127498,27.230526490117235,26.661857727342877,27.12845802307129,5422500
2016-01-20,27.048255283327528,27.150326511558653,26.32648396121101,26.698305130004883,5464400
2016-01-21,26.720187472508112,27.019103497895333,26.18067907536271,26.341073989868164,5359200
2016-01-22,26.472311950584977,26.734772625752605,26.2535905495414,26.705612182617188,4531000
2016-01-25,26.720191539274857,26.80038622757559,26.465017519983,26.632701873779297,2343100
2016-01-26,26.72019133897442,27.04097843324639,26.537925375628504,26.80767822265625,2708800
2016-01-27,26.74935102961027,27.099301335685915,26.53063243595772,26.74206161499023,3760200
2016-01-28,26.50875615103923,27.587770075962627,26.319198034636983,27.39092254638672,3167700
2016-01-29,27.369054979902124,27.893979010530227,27.339891761212336,27.864818572998047,5407300
2016-02-01,27.77004807295058,28.24394078885602,27.63152691316149,28.112709045410156,6105000
2016-02-02,27.94501360354272,28.42619554544715,27.91585038738915,28.41890335083008,5094600
2016-02-03,28.34599468764863,28.74697912755685,26.428556563747915,28.615747451782227,8312300
2016-02-04,28.528264783896525,28.798017587638935,28.30225402439711,28.484519958496097,5492700
2016-02-05,28.375165371083348,28.892802848619773,28.04708884426986,28.819894790649418,5090700
2016-02-08,28.80530277170277,29.315647868475516,28.338702493907245,28.615747451782227,7091200
2016-02-09,28.608469114346565,28.973001070139595,28.45536357923333,28.88551139831543,4267800
2016-02-10,28.798014607528227,28.994862129723607,28.273087881673877,28.68865394592285,4688800
2016-02-11,28.644898324212384,28.76883775285252,28.33869028560034,28.426179885864254,4571000
2016-02-12,28.462646715256767,28.652202048218246,28.039788446189828,28.3022518157959,4062000
2016-02-16,28.375158581704675,28.375158581704675,28.017918917180463,28.309545516967773,3158900
2016-02-17,28.389734268188477,28.397026461298683,28.068947300259104,28.389734268188477,4160100
2016-02-18,28.44806108847149,29.031311393434027,28.360574238016316,28.90007972717285,3785000
2016-02-19,28.958416251415223,28.958416251415223,28.593884335989184,28.674081802368164,4361600
2016-02-22,28.78343021299665,28.987567128322443,28.630327526502303,28.921951293945312,2395800
2016-02-23,28.827181303680774,29.08964469831274,28.695949606364795,29.038610458374023,2925500
2016-02-24,29.06047692466663,29.38126392272405,28.8563399969171,29.0969295501709,2831300
2016-02-25,29.126104607411587,29.468762763884964,29.02403610202981,29.30837059020996,2922500
2016-02-26,29.140681995562417,29.235458290444974,28.53555768543427,28.63033676147461,5065200
2016-02-29,28.586592276837383,29.104226931738083,28.586592276837383,28.827184677124023,5545000
2016-03-01,28.921960692177915,29.089647819865,28.46265248344202,28.768857955932617,4788700
2016-03-02,28.608461017773383,28.89279541783625,27.89397613920859,28.86363220214844,5011000
2016-03-03,28.81989356284291,28.89280161770719,28.46265382806067,28.870927810668945,3127800
2016-03-04,28.688660969817235,29.2208800200332,28.49181618058516,29.11880874633789,5117600
2016-03-07,29.082356527440268,29.315656736914953,28.98028803343983,29.206298828125,4124200
2016-03-08,29.30837095526906,29.65832131286186,29.11152335765594,29.643739700317383,4230900
2016-03-09,29.629152579829785,29.847871165021584,29.54166570198461,29.68747901916504,3557800
2016-03-10,29.658310156239132,29.79683125156659,29.403138985594545,29.702054977416992,3408200
2016-03-11,29.775576278591924,29.966726892298535,29.621185074686984,29.687353134155273,3199700
2016-03-14,29.67999931853644,29.827039761063215,29.525608115936755,29.716758728027344,3367900
2016-03-15,29.62118633469368,29.988786057473508,29.62118633469368,29.775577545166016,2464900
2016-03-16,29.68734325840955,30.172574598239617,29.474134826096964,30.084348678588867,2344400
2016-03-17,30.143182455775246,30.576950315492127,29.93732747304988,30.51078224182129,3099100
2016-03-18,30.525475476772023,30.59164352639722,30.187284469604492,30.187284469604492,4841000
2016-03-21,30.135832903541775,30.341687894528977,29.8417519410767,30.179943084716797,2337400
2016-03-22,30.179932141072925,30.29021316314894,29.966723660826165,29.974077224731445,2426000
2016-03-23,29.98878896861667,30.356388727081026,29.83439774315691,30.23140335083008,2566300
2016-03-24,30.231402539439557,30.429906740230216,30.09906640557912,30.312274932861328,2178100
2016-03-28,30.393148900112532,30.584299545273893,30.17994036178988,30.260812759399418,1512900
2016-03-29,30.32698244076346,30.650469243821966,30.22405494908865,30.628414154052734,2830400
2016-03-30,30.606355325855052,30.65781906540639,30.37844247601093,30.55489158630371,2078200
2016-03-31,30.591651032765597,30.768097338686108,30.503427879805344,30.74604225158691,3219200
2016-04-01,30.65045919985283,30.893076326065408,30.540180982580384,30.834259033203125,2832200
2016-04-04,30.88573373129145,30.907791626230143,30.451965858348917,30.775455474853516,2278300
2016-04-05,30.6431158231044,30.768098393703372,30.040252448837855,30.106420516967773,4397800
